21	2951	5	1611039929108
21	3173	0	1611039929108
21	1658	5	1611039929108
21	391	4	1611039929108
21	4442	5	1611039929108
21	3282	4	1611039929123
22	2327	4	1611039929123
22	272	0	1611039929123
22	4936	2	1611039929123
22	1510	4	1611039929123
23	1100	1	1611039929123
23	40	0	1611039929123
23	194	5	1611039929123
23	1599	2	1611039929123
24	2817	5	1611039929123
25	501	3	1611039929123
25	1346	3	1611039929123
26	4683	0	1611039929123
26	1551	3	1611039929123
26	3005	4	1611039929123
26	1718	1	1611039929123
26	3219	2	1611039929123
26	3674	3	1611039929123
26	4782	5	1611039929123
26	4442	1	1611039929123
26	540	1	1611039929123
26	241	5	1611039929123
26	1181	0	1611039929123
27	2772	0	1611039929123
28	840	2	1611039929123
28	3177	5	1611039929123
28	4482	4	1611039929123
28	1252	5	1611039929123
28	1402	2	1611039929123
28	2127	4	1611039929123
28	459	5	1611039929123
28	1319	0	1611039929123
28	2314	3	1611039929123
28	3343	3	1611039929123
28	1257	0	1611039929123
28	2747	2	1611039929123
28	3192	0	1611039929123
28	2085	3	1611039929123
28	532	2	1611039929123
28	810	0	1611039929123
28	111	3	1611039929123
28	4704	1	1611039929123
28	1973	5	1611039929123
28	4778	4	1611039929123
28	1974	4	1611039929123
28	938	4	1611039929123
28	1869	0	1611039929123
29	1089	2	1611039929123
29	3351	4	1611039929123
29	3350	4	1611039929123
29	4553	2	1611039929123
29	2316	0	1611039929123
29	2508	0	1611039929123
29	1720	2	1611039929123
30	1602	0	1611039929123
31	2061	0	1611039929123
31	2748	5	1611039929123
31	69	2	1611039929123
31	708	2	1611039929123
31	439	0	1611039929123
31	1319	0	1611039929123
31	4095	0	1611039929123
31	2713	5	1611039929123
31	3977	1	1611039929123
31	4075	4	1611039929123
31	4700	3	1611039929123
31	776	0	1611039929123
31	2919	1	1611039929123
31	4611	4	1611039929123
31	3981	4	1611039929123
31	2394	0	1611039929123
31	2013	5	1611039929123
31	853	1	1611039929123
31	515	0	1611039929123
31	2331	0	1611039929123
31	451	0	1611039929123
31	793	2	1611039929123
31	3946	2	1611039929123
31	4349	1	1611039929123
32	4600	0	1611039929123
32	1394	2	1611039929123
32	2464	1	1611039929123
33	3145	2	1611039929123
35	1151	1	1611039929123
35	3584	5	1611039929123
35	185	3	1611039929123
35	280	4	1611039929123
35	3553	5	1611039929123
35	596	4	1611039929123
35	4904	5	1611039929123
35	326	3	1611039929123
35	1793	0	1611039929123
35	211	3	1611039929123
35	4558	5	1611039929123
35	4305	1	1611039929123
35	2585	4	1611039929123
36	4118	4	1611039929123
36	188	5	1611039929123
37	1258	3	1611039929123
37	4313	1	1611039929123
38	1306	5	1611039929123
38	4072	4	1611039929123
39	1936	0	1611039929123
40	1930	0	1611039929123
40	4487	4	1611039929123
40	2416	1	1611039929123
40	2310	3	1611039929123
40	1006	4	1611039929123
41	4373	1	1611039929123
41	2537	3	1611039929123
42	169	2	1611039929123
42	2030	1	1611039929123
42	4798	3	1611039929123
42	877	0	1611039929123
43	1282	1	1611039929123
44	2956	5	1611039929123
44	2419	3	1611039929123
45	3055	0	1611039929123
47	4219	2	1611039929123
47	1357	1	1611039929123
47	1569	1	1611039929123
47	2955	5	1611039929123
47	595	1	1611039929123
49	2529	0	1611039929123
50	2806	0	1611039929139
50	2549	4	1611039929139
50	1463	1	1611039929139
50	1694	1	1611039929139
50	3998	4	1611039929139
50	3129	5	1611039929139
50	3964	5	1611039929139
50	1118	0	1611039929139
50	4706	4	1611039929139
50	2015	3	1611039929139
50	1812	5	1611039929139
50	1759	2	1611039929139
50	1483	0	1611039929139
50	2734	5	1611039929139
50	2984	4	1611039929139
50	3115	4	1611039929139
50	1647	0	1611039929139
50	3773	4	1611039929139
50	4255	1	1611039929139
50	4981	1	1611039929139
50	1071	3	1611039929139
50	1898	1	1611039929139
50	4388	3	1611039929139
50	2061	1	1611039929139
50	216	2	1611039929139
50	3341	5	1611039929139
50	4206	3	1611039929139
50	1945	0	1611039929139
50	973	5	1611039929139
51	776	5	1611039929139
51	500	2	1611039929139
51	4577	4	1611039929139
51	2181	1	1611039929139
51	2708	1	1611039929139
51	1655	0	1611039929139
51	4291	4	1611039929139
51	3685	5	1611039929139
51	4412	0	1611039929139
51	3890	2	1611039929139
51	786	5	1611039929139
51	3313	2	1611039929139
51	190	0	1611039929139
51	819	2	1611039929139
51	4577	4	1611039929139
52	3347	5	1611039929139
52	217	0	1611039929139
52	815	1	1611039929139
53	3765	5	1611039929139
53	3221	2	1611039929139
54	1363	2	1611039929139
54	255	2	1611039929139
54	1937	5	1611039929139
54	1349	1	1611039929139
54	347	3	1611039929139
54	2474	3	1611039929139
54	2171	3	1611039929139
54	4672	4	1611039929139
54	4820	2	1611039929139
54	537	1	1611039929139
54	1830	4	1611039929139
54	3204	1	1611039929139
55	4661	5	1611039929139
55	967	0	1611039929139
55	2640	2	1611039929139
55	4958	5	1611039929139
55	1717	0	1611039929139
55	2696	4	1611039929139
55	1292	3	1611039929139
55	4400	5	1611039929139
55	2000	1	1611039929139
55	1132	5	1611039929139
55	837	4	1611039929139
55	1120	4	1611039929139
55	1837	2	1611039929139
55	801	1	1611039929139
55	2213	3	1611039929139
55	3282	4	1611039929139
55	3909	5	1611039929139
55	2579	3	1611039929139
55	2526	1	1611039929139
55	2501	1	1611039929139
55	2518	3	1611039929139
55	4846	3	1611039929139
55	2428	2	1611039929139
55	1177	5	1611039929139
55	1244	1	1611039929139
55	4121	2	1611039929139
55	4040	0	1611039929139
56	4629	3	1611039929139
56	2686	1	1611039929139
56	2660	1	1611039929139
57	2124	5	1611039929139
57	147	4	1611039929139
58	2508	3	1611039929139
58	2038	0	1611039929139
58	4022	5	1611039929139
59	221	0	1611039929139
59	4986	5	1611039929139
59	2166	0	1611039929139
59	2825	2	1611039929139
59	4553	5	1611039929139
59	2476	1	1611039929139
59	3458	4	1611039929139
59	3206	4	1611039929139
59	2002	1	1611039929139
59	3013	4	1611039929139
59	962	1	1611039929139
59	1748	5	1611039929139
59	4445	2	1611039929139
59	3829	4	1611039929139
60	296	0	1611039929139
60	759	2	1611039929139
60	698	1	1611039929139
60	3744	2	1611039929139
61	3734	5	1611039929139
61	3128	0	1611039929139
61	4275	4	1611039929139
61	1377	0	1611039929139
61	2860	1	1611039929139
62	1331	3	1611039929139
62	1899	5	1611039929139
62	92	4	1611039929139
62	4530	3	1611039929139
63	2055	1	1611039929155
63	4552	0	1611039929155
63	3912	3	1611039929155
64	3317	2	1611039929155
65	3233	4	1611039929155
65	448	0	1611039929155
65	4606	0	1611039929155
65	2896	0	1611039929155
65	3706	1	1611039929155
65	126	3	1611039929155
65	271	0	1611039929155
65	2657	4	1611039929155
65	2968	5	1611039929155
65	557	1	1611039929155
65	4843	0	1611039929155
65	4202	3	1611039929155
65	3012	3	1611039929155
65	1977	0	1611039929155
65	2026	0	1611039929155
65	478	1	1611039929155
66	3398	3	1611039929155
66	2547	3	1611039929155
66	2931	4	1611039929155
66	4074	1	1611039929155
66	4369	5	1611039929155
66	4750	4	1611039929155
66	2412	3	1611039929155
66	4636	4	1611039929155
66	3571	1	1611039929155
66	2344	2	1611039929155
66	1058	5	1611039929155
66	4486	0	1611039929155
66	4327	3	1611039929155
66	205	2	1611039929155
66	2209	0	1611039929155
66	858	0	1611039929155
66	579	1	1611039929155
66	329	5	1611039929155
66	2226	2	1611039929155
66	2741	4	1611039929155
66	2749	1	1611039929155
66	4438	3	1611039929155
66	4037	0	1611039929155
66	405	2	1611039929155
66	2457	3	1611039929155
67	991	4	1611039929155
67	4192	0	1611039929155
67	4760	0	1611039929155
67	3864	5	1611039929155
68	2687	2	1611039929155
69	4214	1	1611039929155
69	2810	0	1611039929155
70	4769	2	1611039929155
70	2215	3	1611039929155
71	4537	2	1611039929155
71	2662	0	1611039929155
71	1080	0	1611039929155
71	3728	4	1611039929155
71	283	0	1611039929155
72	1616	5	1611039929155
72	4203	3	1611039929155
72	4134	0	1611039929155
72	2704	0	1611039929155
72	3317	5	1611039929155
73	2496	2	1611039929155
73	4361	5	1611039929155
73	379	2	1611039929155
73	3541	0	1611039929155
73	2828	5	1611039929155
73	3075	0	1611039929155
73	1001	2	1611039929155
73	1458	2	1611039929155
73	759	5	1611039929155
73	3071	5	1611039929155
73	4020	3	1611039929155
73	4817	5	1611039929155
74	2549	2	1611039929155
74	4907	4	1611039929155
74	4347	0	1611039929155
74	1553	1	1611039929155
74	3555	1	1611039929155
74	2363	3	1611039929155
74	2576	4	1611039929155
74	1490	2	1611039929155
74	4096	3	1611039929155
74	3707	5	1611039929155
74	4748	3	1611039929155
74	1136	1	1611039929155
74	3726	3	1611039929155
74	4349	0	1611039929155
75	4352	5	1611039929155
75	823	5	1611039929155
75	3283	1	1611039929155
75	2236	4	1611039929155
75	4040	1	1611039929155
75	1530	4	1611039929155
76	2790	3	1611039929155
77	991	3	1611039929155
77	2339	3	1611039929155
77	3264	2	1611039929155
77	1726	5	1611039929155
77	629	0	1611039929155
77	3524	1	1611039929155
77	4442	4	1611039929155
77	4061	5	1611039929155
77	1432	4	1611039929155
77	2070	2	1611039929155
77	4047	3	1611039929155
77	1280	5	1611039929155
77	3109	5	1611039929155
77	2226	3	1611039929155
79	882	0	1611039929155
79	4666	4	1611039929155
79	636	0	1611039929155
79	1345	4	1611039929155
79	2907	2	1611039929155
79	3760	3	1611039929155
79	766	0	1611039929155
79	4169	2	1611039929155
79	595	3	1611039929155
79	3977	4	1611039929155
79	2525	3	1611039929155
79	587	1	1611039929155
79	2283	0	1611039929155
80	4063	2	1611039929155
80	308	5	1611039929155
80	2571	5	1611039929155
80	2136	2	1611039929155
81	57	5	1611039929155
81	2453	5	1611039929155
81	2068	1	1611039929155
81	247	2	1611039929155
82	3953	3	1611039929155
82	663	2	1611039929155
82	4364	2	1611039929155
82	2447	5	1611039929155
82	589	1	1611039929155
82	1395	1	1611039929155
82	218	5	1611039929155
82	1252	1	1611039929155
82	1936	0	1611039929155
82	2208	3	1611039929155
82	3195	1	1611039929170
82	413	0	1611039929170
82	4496	1	1611039929170
82	4833	3	1611039929170
82	828	0	1611039929170
82	363	4	1611039929170
82	1485	3	1611039929170
82	1164	3	1611039929170
82	52	3	1611039929170
82	2357	3	1611039929170
82	930	3	1611039929170
82	4589	3	1611039929170
82	3832	2	1611039929170
82	2621	2	1611039929170
82	3974	4	1611039929170
83	2817	4	1611039929170
83	3467	5	1611039929170
83	1678	2	1611039929170
83	1744	5	1611039929170
83	326	4	1611039929170
84	2305	1	1611039929170
84	1349	3	1611039929170
84	2925	2	1611039929170
84	3542	5	1611039929170
84	1342	5	1611039929170
84	3288	4	1611039929170
84	362	1	1611039929170
84	1421	5	1611039929170
84	4828	5	1611039929170
84	4264	3	1611039929170
84	3505	4	1611039929170
84	4318	5	1611039929170
84	4395	5	1611039929170
85	4304	0	1611039929170
85	251	5	1611039929170
85	4136	0	1611039929170
85	4704	0	1611039929170
85	4605	2	1611039929170
86	457	0	1611039929170
86	4467	2	1611039929170
86	4309	0	1611039929170
86	3874	3	1611039929170
86	995	5	1611039929170
86	3674	1	1611039929170
86	4667	2	1611039929170
86	1063	2	1611039929170
86	1450	2	1611039929170
86	2698	0	1611039929170
86	3845	3	1611039929170
86	3620	4	1611039929170
86	982	0	1611039929170
86	582	5	1611039929170
86	1820	1	1611039929170
87	2316	4	1611039929170
87	4346	1	1611039929170
87	346	4	1611039929170
87	2370	1	1611039929170
87	3773	1	1611039929170
87	2194	3	1611039929170
87	3374	2	1611039929170
87	185	1	1611039929170
87	4349	4	1611039929170
87	1642	4	1611039929170
87	901	0	1611039929170
87	425	1	1611039929170
87	2173	2	1611039929170
87	2696	5	1611039929170
88	3089	2	1611039929170
88	2243	2	1611039929170
88	4416	5	1611039929170
88	3297	4	1611039929170
88	1266	3	1611039929170
88	1435	3	1611039929170
88	1962	1	1611039929170
88	795	2	1611039929170
88	1368	3	1611039929170
88	3610	0	1611039929170
88	2317	1	1611039929170
88	3867	1	1611039929170
88	150	0	1611039929170
88	3468	3	1611039929170
88	399	4	1611039929170
88	4840	0	1611039929170
88	2021	3	1611039929170
88	2761	2	1611039929170
88	421	1	1611039929170
88	4575	0	1611039929170
88	3007	2	1611039929170
88	2843	0	1611039929170
88	2760	3	1611039929170
88	3055	4	1611039929170
88	2591	5	1611039929170
88	1282	3	1611039929170
88	3070	0	1611039929170
88	4556	1	1611039929170
88	1665	0	1611039929170
88	4583	5	1611039929170
89	3352	2	1611039929170
89	833	4	1611039929170
90	8	0	1611039929170
90	71	3	1611039929170
91	1162	3	1611039929170
91	434	5	1611039929170
92	2135	2	1611039929170
93	2064	0	1611039929170
93	1930	2	1611039929170
93	2098	3	1611039929170
93	4285	5	1611039929170
93	4156	5	1611039929170
93	4292	3	1611039929170
93	4620	0	1611039929170
93	1156	0	1611039929170
93	4447	5	1611039929170
93	3384	4	1611039929170
93	4217	0	1611039929170
93	3963	4	1611039929170
93	3606	0	1611039929170
93	2658	2	1611039929170
93	2278	2	1611039929170
94	1130	3	1611039929170
94	2771	1	1611039929170
94	4179	5	1611039929170
94	271	0	1611039929170
94	3893	1	1611039929170
96	2922	1	1611039929170
96	4718	0	1611039929170
96	4809	4	1611039929170
96	3712	0	1611039929170
97	2511	5	1611039929170
97	3274	2	1611039929170
99	4019	2	1611039929170
99	4683	0	1611039929170
100	2891	0	1611039929170
100	2057	1	1611039929170
100	3846	4	1611039929170
100	2228	1	1611039929170
101	2197	2	1611039929170
103	4309	1	1611039929170
103	4467	0	1611039929170
103	4013	3	1611039929170
103	4224	5	1611039929170
103	468	1	1611039929170
103	479	1	1611039929170
104	868	5	1611039929170
104	3570	2	1611039929170
104	4768	5	1611039929170
104	477	1	1611039929170
105	4825	0	1611039929170
106	2339	5	1611039929170
106	1686	2	1611039929170
106	2759	1	1611039929170
106	4045	5	1611039929170
106	4221	5	1611039929170
106	726	3	1611039929170
106	2655	1	1611039929170
106	942	2	1611039929170
106	4750	4	1611039929170
106	4364	3	1611039929170
106	4157	5	1611039929170
106	4887	1	1611039929170
106	3193	2	1611039929170
106	2440	4	1611039929170
106	282	2	1611039929170
106	1564	3	1611039929170
106	4612	2	1611039929170
106	1446	0	1611039929170
106	4145	4	1611039929170
106	4053	3	1611039929170
106	4051	1	1611039929170
106	3890	1	1611039929170
106	4529	4	1611039929170
106	2692	2	1611039929170
106	2049	0	1611039929170
106	4379	2	1611039929170
106	2519	0	1611039929170
106	887	3	1611039929170
106	307	1	1611039929170
106	2793	4	1611039929186
107	1128	4	1611039929186
108	2173	4	1611039929186
108	2880	1	1611039929186
108	1411	5	1611039929186
108	4915	1	1611039929186
109	779	5	1611039929186
109	3659	2	1611039929186
109	3698	1	1611039929186
109	3294	0	1611039929186
109	73	0	1611039929186
109	4909	4	1611039929186
110	4894	5	1611039929186
110	4114	4	1611039929186
110	4840	1	1611039929186
110	4038	5	1611039929186
111	4523	3	1611039929186
112	226	3	1611039929186
112	1087	1	1611039929186
113	586	3	1611039929186
113	1992	4	1611039929186
114	1887	4	1611039929186
114	4560	3	1611039929186
114	730	5	1611039929186
114	2706	1	1611039929186
114	261	4	1611039929186
114	2829	1	1611039929186
114	2225	4	1611039929186
114	4573	5	1611039929186
114	2520	0	1611039929186
114	3922	5	1611039929186
114	2694	0	1611039929186
114	3194	1	1611039929186
114	3386	3	1611039929186
114	4234	2	1611039929186
114	4779	2	1611039929186
114	1548	0	1611039929186
114	2484	0	1611039929186
114	2726	4	1611039929186
114	3202	5	1611039929186
114	651	5	1611039929186
114	3764	0	1611039929186
114	321	4	1611039929186
114	3233	5	1611039929186
115	4583	3	1611039929186
115	3385	2	1611039929186
116	2401	2	1611039929186
116	2727	3	1611039929186
116	2811	2	1611039929186
116	4589	5	1611039929186
116	3176	0	1611039929186
116	120	4	1611039929186
116	907	4	1611039929186
116	1878	3	1611039929186
116	547	3	1611039929186
116	4122	2	1611039929186
116	2151	1	1611039929186
116	1462	1	1611039929186
116	934	2	1611039929186
116	4770	0	1611039929186
116	3645	5	1611039929186
117	2876	2	1611039929186
118	2861	4	1611039929186
118	4783	0	1611039929186
118	576	2	1611039929186
118	2415	5	1611039929186
118	4629	0	1611039929186
118	2916	0	1611039929186
118	88	2	1611039929186
118	1852	2	1611039929186
118	2475	4	1611039929186
118	2638	0	1611039929186
118	2926	5	1611039929186
118	1122	4	1611039929186
118	1533	5	1611039929186
119	3704	3	1611039929186
119	3001	2	1611039929186
119	2140	5	1611039929186
120	3303	5	1611039929186
120	4731	2	1611039929186
120	2350	0	1611039929186
120	2654	2	1611039929186
120	2877	2	1611039929186
120	3699	1	1611039929186
120	3354	3	1611039929186
121	4419	0	1611039929186
121	4078	2	1611039929186
122	4261	1	1611039929186
122	2906	5	1611039929186
122	717	4	1611039929186
122	1829	3	1611039929186
122	1791	5	1611039929186
122	1508	3	1611039929186
122	4174	2	1611039929186
122	69	3	1611039929186
122	4641	1	1611039929186
122	4005	0	1611039929186
122	3931	4	1611039929186
122	804	4	1611039929186
122	1287	3	1611039929186
122	205	3	1611039929186
123	4542	4	1611039929186
123	730	4	1611039929186
123	4831	1	1611039929186
123	2780	4	1611039929186
123	3805	5	1611039929186
123	2062	1	1611039929186
123	3339	1	1611039929186
123	624	0	1611039929186
123	1186	2	1611039929186
123	645	0	1611039929186
123	4068	3	1611039929186
123	1903	0	1611039929186
124	575	2	1611039929186
124	2587	5	1611039929186
124	2351	1	1611039929186
124	2268	0	1611039929186
124	2307	2	1611039929186
124	3358	0	1611039929186
124	312	4	1611039929186
124	2322	0	1611039929186
124	114	3	1611039929186
124	671	2	1611039929186
124	3959	1	1611039929186
124	2675	0	1611039929186
124	3008	3	1611039929186
125	3589	1	1611039929186
125	3298	4	1611039929186
125	467	5	1611039929186
125	398	0	1611039929186
126	3975	3	1611039929186
126	1487	3	1611039929186
126	1637	5	1611039929186
126	3969	4	1611039929186
126	1842	3	1611039929186
126	1549	3	1611039929186
126	455	3	1611039929186
126	2595	3	1611039929186
126	2159	1	1611039929186
126	3398	3	1611039929186
126	365	1	1611039929186
126	2227	0	1611039929186
126	3243	2	1611039929186
126	3459	4	1611039929186
126	156	3	1611039929186
126	256	5	1611039929186
126	3025	5	1611039929186
126	2051	0	1611039929186
126	197	2	1611039929186
126	4492	4	1611039929186
126	2154	1	1611039929186
126	541	5	1611039929186
126	2472	4	1611039929186
126	4310	1	1611039929186
126	2743	1	1611039929186
126	4043	2	1611039929186
127	2372	2	1611039929186
127	3981	5	1611039929186
127	1936	3	1611039929186
127	635	2	1611039929186
128	4154	1	1611039929186
128	2647	2	1611039929186
128	230	4	1611039929186
128	3447	5	1611039929186
128	3705	5	1611039929186
129	3917	0	1611039929186
129	1367	4	1611039929186
129	151	1	1611039929186
129	572	3	1611039929186
129	4838	0	1611039929186
130	4917	5	1611039929186
130	4517	3	1611039929186
130	879	3	1611039929186
131	28	5	1611039929186
131	3030	2	1611039929186
131	3708	2	1611039929186
132	1132	3	1611039929186
132	1226	5	1611039929186
132	4790	4	1611039929186
132	827	4	1611039929186
132	473	2	1611039929186
133	195	1	1611039929186
133	1241	3	1611039929186
133	1197	1	1611039929202
134	2637	4	1611039929202
134	1558	4	1611039929202
135	2702	1	1611039929202
136	3618	4	1611039929202
136	4379	1	1611039929202
136	4747	5	1611039929202
137	1484	5	1611039929202
137	4315	5	1611039929202
137	3333	4	1611039929202
137	753	1	1611039929202
137	1552	2	1611039929202
137	2524	4	1611039929202
137	1412	4	1611039929202
137	3655	2	1611039929202
137	782	4	1611039929202
137	3877	5	1611039929202
137	2628	3	1611039929202
138	26	0	1611039929202
138	4517	4	1611039929202
138	2171	5	1611039929202
138	4251	0	1611039929202
138	986	5	1611039929202
138	2386	1	1611039929202
138	660	3	1611039929202
138	3235	1	1611039929202
138	431	1	1611039929202
138	3103	1	1611039929202
138	3356	2	1611039929202
138	853	1	1611039929202
138	609	1	1611039929202
138	1708	5	1611039929202
139	1087	1	1611039929202
139	2833	2	1611039929202
140	670	0	1611039929202
140	3930	1	1611039929202
140	12	3	1611039929202
141	4946	2	1611039929202
141	2399	1	1611039929202
141	1159	2	1611039929202
141	4330	2	1611039929202
141	3144	1	1611039929202
141	3567	3	1611039929202
141	2093	1	1611039929202
141	4108	5	1611039929202
141	1663	1	1611039929202
141	4319	2	1611039929202
141	1197	2	1611039929202
141	3982	0	1611039929202
141	3677	3	1611039929202
141	405	4	1611039929202
141	301	4	1611039929202
142	3845	4	1611039929202
142	2297	2	1611039929202
142	3640	2	1611039929202
142	3635	4	1611039929202
143	1214	3	1611039929202
143	3935	2	1611039929202
143	4546	0	1611039929202
143	3276	0	1611039929202
143	37	4	1611039929202
143	4196	2	1611039929202
143	126	4	1611039929202
143	2194	4	1611039929202
143	245	4	1611039929202
143	239	5	1611039929202
143	31	4	1611039929202
143	4734	2	1611039929202
143	794	3	1611039929202
143	3004	3	1611039929202
143	2415	3	1611039929202
143	4606	3	1611039929202
143	2771	3	1611039929202
143	950	1	1611039929202
143	4825	5	1611039929202
143	4481	1	1611039929202
143	1852	1	1611039929202
143	2021	3	1611039929202
143	3610	4	1611039929202
143	327	4	1611039929202
143	3485	2	1611039929202
143	421	4	1611039929202
143	1875	4	1611039929202
143	4722	0	1611039929202
143	3648	3	1611039929202
144	1161	5	1611039929202
144	1450	4	1611039929202
144	4057	3	1611039929202
144	2747	1	1611039929202
144	2407	3	1611039929202
144	2504	2	1611039929202
144	2540	4	1611039929202
144	4746	0	1611039929202
145	4789	4	1611039929202
145	3313	1	1611039929202
145	3081	4	1611039929202
145	3159	0	1611039929202
145	4509	3	1611039929202
145	495	3	1611039929202
145	4848	0	1611039929202
145	3798	3	1611039929202
145	2389	5	1611039929202
145	4529	1	1611039929202
145	4469	4	1611039929202
146	1736	3	1611039929202
146	2968	1	1611039929202
146	1016	2	1611039929202
146	3430	0	1611039929202
146	1046	5	1611039929202
146	1679	1	1611039929202
146	3470	2	1611039929202
146	2390	0	1611039929202
146	1031	5	1611039929202
146	213	5	1611039929202
146	3729	4	1611039929202
146	1107	3	1611039929202
146	4127	2	1611039929202
147	2103	2	1611039929202
147	1431	4	1611039929202
147	1915	5	1611039929202
148	999	3	1611039929202
148	3594	5	1611039929202
148	1157	4	1611039929202
148	3507	2	1611039929202
148	656	2	1611039929202
148	1909	4	1611039929202
148	1247	2	1611039929202
148	37	3	1611039929202
148	2545	1	1611039929202
148	2410	5	1611039929202
148	2006	0	1611039929202
148	1335	0	1611039929202
148	2720	2	1611039929202
149	1007	5	1611039929202
149	4551	3	1611039929202
149	4183	0	1611039929202
149	2719	0	1611039929202
149	3215	3	1611039929202
149	1418	1	1611039929202
149	1968	3	1611039929202
149	3985	3	1611039929202
149	78	0	1611039929202
149	3791	2	1611039929202
149	4549	3	1611039929202
149	3687	3	1611039929202
149	1115	2	1611039929202
149	4260	5	1611039929202
149	4173	4	1611039929202
149	3800	1	1611039929202
149	3820	4	1611039929202
150	4330	0	1611039929202
150	2252	4	1611039929202
150	2575	4	1611039929202
150	2484	1	1611039929202
151	3598	4	1611039929202
151	3592	3	1611039929202
151	696	5	1611039929202
151	4820	2	1611039929202
151	3597	2	1611039929202
152	3831	1	1611039929202
152	3871	1	1611039929202
152	2999	3	1611039929202
152	1513	2	1611039929202
153	2119	0	1611039929202
153	3358	2	1611039929202
154	1086	1	1611039929202
154	4452	3	1611039929202
154	4646	5	1611039929202
154	1479	0	1611039929202
155	675	3	1611039929202
155	2853	0	1611039929202
155	1223	4	1611039929202
155	3167	4	1611039929202
155	2493	3	1611039929202
155	607	4	1611039929202
155	2614	5	1611039929202
155	3658	3	1611039929202
155	2788	4	1611039929202
155	4008	2	1611039929202
155	456	3	1611039929202
156	1891	3	1611039929202
156	2598	4	1611039929202
156	4540	4	1611039929202
156	4847	3	1611039929202
156	4010	4	1611039929202
156	1320	3	1611039929202
156	4737	3	1611039929202
156	1769	3	1611039929202
156	4151	1	1611039929202
156	3645	4	1611039929202
156	4187	3	1611039929202
156	4352	0	1611039929202
156	2022	4	1611039929202
156	3920	2	1611039929202
156	1290	1	1611039929202
156	1471	4	1611039929202
156	4066	4	1611039929202
156	4430	4	1611039929202
156	4950	0	1611039929202
156	4956	3	1611039929202
